generation=100, rounds=1
turn=0,generation=0,strategy0=0.7008,strategy1=0.2992,
turn=0,generation=1,strategy0=0.1804,strategy1=0.8196,
turn=0,generation=2,strategy0=0.5577,strategy1=0.4423,
turn=0,generation=3,strategy0=0.2657,strategy1=0.7343,
turn=0,generation=4,strategy0=0.4852,strategy1=0.5148,
turn=0,generation=5,strategy0=0.3063,strategy1=0.6937,
turn=0,generation=6,strategy0=0.4548,strategy1=0.5452,
turn=0,generation=7,strategy0=0.3173,strategy1=0.6827,
turn=0,generation=8,strategy0=0.4396,strategy1=0.5604,
turn=0,generation=9,strategy0=0.3258,strategy1=0.6742,
turn=0,generation=10,strategy0=0.4237,strategy1=0.5763,
turn=0,generation=11,strategy0=0.3352,strategy1=0.6648,
turn=0,generation=12,strategy0=0.4134,strategy1=0.5866,
turn=0,generation=13,strategy0=0.3413,strategy1=0.6587,
turn=0,generation=14,strategy0=0.4038,strategy1=0.5962,
turn=0,generation=15,strategy0=0.3444,strategy1=0.6556,
turn=0,generation=16,strategy0=0.3953,strategy1=0.6047,
turn=0,generation=17,strategy0=0.3529,strategy1=0.6471,
turn=0,generation=18,strategy0=0.3808,strategy1=0.6192,
turn=0,generation=19,strategy0=0.3595,strategy1=0.6405,
turn=0,generation=20,strategy0=0.3776,strategy1=0.6224,
turn=0,generation=21,strategy0=0.3574,strategy1=0.6426,
turn=0,generation=22,strategy0=0.3756,strategy1=0.6244,
turn=0,generation=23,strategy0=0.3603,strategy1=0.6397,
turn=0,generation=24,strategy0=0.3742,strategy1=0.6258,
turn=0,generation=25,strategy0=0.3602,strategy1=0.6398,
turn=0,generation=26,strategy0=0.3706,strategy1=0.6294,
turn=0,generation=27,strategy0=0.3616,strategy1=0.6384,
turn=0,generation=28,strategy0=0.3675,strategy1=0.6325,
turn=0,generation=29,strategy0=0.3617,strategy1=0.6383,
turn=0,generation=30,strategy0=0.3692,strategy1=0.6308,
turn=0,generation=31,strategy0=0.3613,strategy1=0.6387,
turn=0,generation=32,strategy0=0.3638,strategy1=0.6362,
turn=0,generation=33,strategy0=0.3612,strategy1=0.6388,
turn=0,generation=34,strategy0=0.3635,strategy1=0.6365,
turn=0,generation=35,strategy0=0.3571,strategy1=0.6429,
turn=0,generation=36,strategy0=0.3633,strategy1=0.6367,
turn=0,generation=37,strategy0=0.3601,strategy1=0.6399,
turn=0,generation=38,strategy0=0.3603,strategy1=0.6397,
turn=0,generation=39,strategy0=0.3605,strategy1=0.6395,
turn=0,generation=40,strategy0=0.3612,strategy1=0.6388,
turn=0,generation=41,strategy0=0.3575,strategy1=0.6425,
turn=0,generation=42,strategy0=0.3609,strategy1=0.6391,
turn=0,generation=43,strategy0=0.3587,strategy1=0.6413,
turn=0,generation=44,strategy0=0.3583,strategy1=0.6417,
turn=0,generation=45,strategy0=0.3593,strategy1=0.6407,
turn=0,generation=46,strategy0=0.3575,strategy1=0.6425,
turn=0,generation=47,strategy0=0.3592,strategy1=0.6408,
turn=0,generation=48,strategy0=0.3595,strategy1=0.6405,
turn=0,generation=49,strategy0=0.3554,strategy1=0.6446,
turn=0,generation=50,strategy0=0.3594,strategy1=0.6406,
turn=0,generation=51,strategy0=0.3561,strategy1=0.6439,
turn=0,generation=52,strategy0=0.3577,strategy1=0.6423,
turn=0,generation=53,strategy0=0.3584,strategy1=0.6416,
turn=0,generation=54,strategy0=0.3559,strategy1=0.6441,
turn=0,generation=55,strategy0=0.3578,strategy1=0.6422,
turn=0,generation=56,strategy0=0.3556,strategy1=0.6444,
turn=0,generation=57,strategy0=0.3581,strategy1=0.6419,
turn=0,generation=58,strategy0=0.3591,strategy1=0.6409,
turn=0,generation=59,strategy0=0.3517,strategy1=0.6483,
turn=0,generation=60,strategy0=0.3608,strategy1=0.6392,
turn=0,generation=61,strategy0=0.3560,strategy1=0.6440,
turn=0,generation=62,strategy0=0.3600,strategy1=0.6400,
turn=0,generation=63,strategy0=0.3532,strategy1=0.6468,
turn=0,generation=64,strategy0=0.3572,strategy1=0.6428,
turn=0,generation=65,strategy0=0.3580,strategy1=0.6420,
turn=0,generation=66,strategy0=0.3569,strategy1=0.6431,
turn=0,generation=67,strategy0=0.3554,strategy1=0.6446,
turn=0,generation=68,strategy0=0.3569,strategy1=0.6431,
turn=0,generation=69,strategy0=0.3556,strategy1=0.6444,
turn=0,generation=70,strategy0=0.3572,strategy1=0.6428,
turn=0,generation=71,strategy0=0.3528,strategy1=0.6472,
turn=0,generation=72,strategy0=0.3605,strategy1=0.6395,
turn=0,generation=73,strategy0=0.3540,strategy1=0.6460,
turn=0,generation=74,strategy0=0.3570,strategy1=0.6430,
turn=0,generation=75,strategy0=0.3561,strategy1=0.6439,
turn=0,generation=76,strategy0=0.3544,strategy1=0.6456,
turn=0,generation=77,strategy0=0.3573,strategy1=0.6427,
turn=0,generation=78,strategy0=0.3561,strategy1=0.6439,
turn=0,generation=79,strategy0=0.3531,strategy1=0.6469,
turn=0,generation=80,strategy0=0.3577,strategy1=0.6423,
turn=0,generation=81,strategy0=0.3539,strategy1=0.6461,
turn=0,generation=82,strategy0=0.3570,strategy1=0.6430,
turn=0,generation=83,strategy0=0.3535,strategy1=0.6465,
turn=0,generation=84,strategy0=0.3573,strategy1=0.6427,
turn=0,generation=85,strategy0=0.3539,strategy1=0.6461,
turn=0,generation=86,strategy0=0.3552,strategy1=0.6448,
turn=0,generation=87,strategy0=0.3555,strategy1=0.6445,
turn=0,generation=88,strategy0=0.3559,strategy1=0.6441,
turn=0,generation=89,strategy0=0.3553,strategy1=0.6447,
turn=0,generation=90,strategy0=0.3544,strategy1=0.6456,
turn=0,generation=91,strategy0=0.3553,strategy1=0.6447,
turn=0,generation=92,strategy0=0.3544,strategy1=0.6456,
turn=0,generation=93,strategy0=0.3566,strategy1=0.6434,
turn=0,generation=94,strategy0=0.3562,strategy1=0.6438,
turn=0,generation=95,strategy0=0.3543,strategy1=0.6457,
turn=0,generation=96,strategy0=0.3555,strategy1=0.6445,
turn=0,generation=97,strategy0=0.3557,strategy1=0.6443,
turn=0,generation=98,strategy0=0.3566,strategy1=0.6434,
turn=0,generation=99,strategy0=0.3563,strategy1=0.6437,


turn=1,generation=0,strategy0=0.7027,strategy1=0.2973,
turn=1,generation=1,strategy0=0.1798,strategy1=0.8202,
turn=1,generation=2,strategy0=0.5589,strategy1=0.4411,
turn=1,generation=3,strategy0=0.2695,strategy1=0.7305,
turn=1,generation=4,strategy0=0.4883,strategy1=0.5117,
turn=1,generation=5,strategy0=0.3045,strategy1=0.6955,
turn=1,generation=6,strategy0=0.4568,strategy1=0.5432,
turn=1,generation=7,strategy0=0.3185,strategy1=0.6815,
turn=1,generation=8,strategy0=0.4399,strategy1=0.5601,
turn=1,generation=9,strategy0=0.3282,strategy1=0.6718,
turn=1,generation=10,strategy0=0.4248,strategy1=0.5752,
turn=1,generation=11,strategy0=0.3333,strategy1=0.6667,
turn=1,generation=12,strategy0=0.4156,strategy1=0.5844,
turn=1,generation=13,strategy0=0.3404,strategy1=0.6596,
turn=1,generation=14,strategy0=0.4034,strategy1=0.5966,
turn=1,generation=15,strategy0=0.3495,strategy1=0.6505,
turn=1,generation=16,strategy0=0.3909,strategy1=0.6091,
turn=1,generation=17,strategy0=0.3546,strategy1=0.6454,
turn=1,generation=18,strategy0=0.3836,strategy1=0.6164,
turn=1,generation=19,strategy0=0.3560,strategy1=0.6440,
turn=1,generation=20,strategy0=0.3743,strategy1=0.6257,
turn=1,generation=21,strategy0=0.3582,strategy1=0.6418,
turn=1,generation=22,strategy0=0.3718,strategy1=0.6282,
turn=1,generation=23,strategy0=0.3589,strategy1=0.6411,
turn=1,generation=24,strategy0=0.3671,strategy1=0.6329,
turn=1,generation=25,strategy0=0.3606,strategy1=0.6394,
turn=1,generation=26,strategy0=0.3655,strategy1=0.6345,
turn=1,generation=27,strategy0=0.3594,strategy1=0.6406,
turn=1,generation=28,strategy0=0.3615,strategy1=0.6385,
turn=1,generation=29,strategy0=0.3595,strategy1=0.6405,
turn=1,generation=30,strategy0=0.3628,strategy1=0.6372,
turn=1,generation=31,strategy0=0.3577,strategy1=0.6423,
turn=1,generation=32,strategy0=0.3617,strategy1=0.6383,
turn=1,generation=33,strategy0=0.3586,strategy1=0.6414,
turn=1,generation=34,strategy0=0.3610,strategy1=0.6390,
turn=1,generation=35,strategy0=0.3569,strategy1=0.6431,
turn=1,generation=36,strategy0=0.3589,strategy1=0.6411,
turn=1,generation=37,strategy0=0.3588,strategy1=0.6412,
turn=1,generation=38,strategy0=0.3611,strategy1=0.6389,
turn=1,generation=39,strategy0=0.3570,strategy1=0.6430,
turn=1,generation=40,strategy0=0.3592,strategy1=0.6408,
turn=1,generation=41,strategy0=0.3581,strategy1=0.6419,
turn=1,generation=42,strategy0=0.3605,strategy1=0.6395,
turn=1,generation=43,strategy0=0.3576,strategy1=0.6424,
turn=1,generation=44,strategy0=0.3578,strategy1=0.6422,
turn=1,generation=45,strategy0=0.3585,strategy1=0.6415,
turn=1,generation=46,strategy0=0.3583,strategy1=0.6417,
turn=1,generation=47,strategy0=0.3592,strategy1=0.6408,
turn=1,generation=48,strategy0=0.3584,strategy1=0.6416,
turn=1,generation=49,strategy0=0.3584,strategy1=0.6416,
turn=1,generation=50,strategy0=0.3595,strategy1=0.6405,
turn=1,generation=51,strategy0=0.3561,strategy1=0.6439,
turn=1,generation=52,strategy0=0.3573,strategy1=0.6427,
turn=1,generation=53,strategy0=0.3585,strategy1=0.6415,
turn=1,generation=54,strategy0=0.3555,strategy1=0.6445,
turn=1,generation=55,strategy0=0.3552,strategy1=0.6448,
turn=1,generation=56,strategy0=0.3561,strategy1=0.6439,
turn=1,generation=57,strategy0=0.3570,strategy1=0.6430,
turn=1,generation=58,strategy0=0.3565,strategy1=0.6435,
turn=1,generation=59,strategy0=0.3563,strategy1=0.6437,
turn=1,generation=60,strategy0=0.3583,strategy1=0.6417,
turn=1,generation=61,strategy0=0.3529,strategy1=0.6471,
turn=1,generation=62,strategy0=0.3595,strategy1=0.6405,
turn=1,generation=63,strategy0=0.3556,strategy1=0.6444,
turn=1,generation=64,strategy0=0.3560,strategy1=0.6440,
turn=1,generation=65,strategy0=0.3552,strategy1=0.6448,
turn=1,generation=66,strategy0=0.3552,strategy1=0.6448,
turn=1,generation=67,strategy0=0.3551,strategy1=0.6449,
