generation=100, rounds=1
turn=0,generation=0,strategy0=0.5012,strategy1=0.4988,
turn=0,generation=1,strategy0=0.4419,strategy1=0.5581,
turn=0,generation=2,strategy0=0.5000,strategy1=0.5000,
turn=0,generation=3,strategy0=0.4568,strategy1=0.5432,
turn=0,generation=4,strategy0=0.4927,strategy1=0.5073,
turn=0,generation=5,strategy0=0.4663,strategy1=0.5337,
turn=0,generation=6,strategy0=0.4872,strategy1=0.5128,
turn=0,generation=7,strategy0=0.4721,strategy1=0.5279,
turn=0,generation=8,strategy0=0.4875,strategy1=0.5125,
turn=0,generation=9,strategy0=0.4715,strategy1=0.5285,
turn=0,generation=10,strategy0=0.4926,strategy1=0.5074,
turn=0,generation=11,strategy0=0.4719,strategy1=0.5281,
turn=0,generation=12,strategy0=0.4892,strategy1=0.5108,
turn=0,generation=13,strategy0=0.4751,strategy1=0.5249,
turn=0,generation=14,strategy0=0.4935,strategy1=0.5065,
turn=0,generation=15,strategy0=0.4806,strategy1=0.5194,
turn=0,generation=16,strategy0=0.4911,strategy1=0.5089,
turn=0,generation=17,strategy0=0.4816,strategy1=0.5184,
turn=0,generation=18,strategy0=0.4916,strategy1=0.5084,
turn=0,generation=19,strategy0=0.4802,strategy1=0.5198,
turn=0,generation=20,strategy0=0.4939,strategy1=0.5061,
turn=0,generation=21,strategy0=0.4849,strategy1=0.5151,
turn=0,generation=22,strategy0=0.4921,strategy1=0.5079,
turn=0,generation=23,strategy0=0.4818,strategy1=0.5182,
turn=0,generation=24,strategy0=0.4936,strategy1=0.5064,
turn=0,generation=25,strategy0=0.4826,strategy1=0.5174,
turn=0,generation=26,strategy0=0.4957,strategy1=0.5043,
turn=0,generation=27,strategy0=0.4836,strategy1=0.5164,
turn=0,generation=28,strategy0=0.4871,strategy1=0.5129,
turn=0,generation=29,strategy0=0.4904,strategy1=0.5096,
turn=0,generation=30,strategy0=0.4924,strategy1=0.5076,
turn=0,generation=31,strategy0=0.4829,strategy1=0.5171,
turn=0,generation=32,strategy0=0.4927,strategy1=0.5073,
turn=0,generation=33,strategy0=0.4856,strategy1=0.5144,
turn=0,generation=34,strategy0=0.4944,strategy1=0.5056,
turn=0,generation=35,strategy0=0.4840,strategy1=0.5160,
turn=0,generation=36,strategy0=0.4957,strategy1=0.5043,
turn=0,generation=37,strategy0=0.4795,strategy1=0.5205,
turn=0,generation=38,strategy0=0.5002,strategy1=0.4998,
turn=0,generation=39,strategy0=0.4779,strategy1=0.5221,
turn=0,generation=40,strategy0=0.4937,strategy1=0.5063,
turn=0,generation=41,strategy0=0.4832,strategy1=0.5168,
turn=0,generation=42,strategy0=0.4928,strategy1=0.5072,
turn=0,generation=43,strategy0=0.4864,strategy1=0.5136,
turn=0,generation=44,strategy0=0.4928,strategy1=0.5072,
turn=0,generation=45,strategy0=0.4883,strategy1=0.5117,
turn=0,generation=46,strategy0=0.4936,strategy1=0.5064,
turn=0,generation=47,strategy0=0.4837,strategy1=0.5163,
turn=0,generation=48,strategy0=0.4940,strategy1=0.5060,
turn=0,generation=49,strategy0=0.4876,strategy1=0.5124,
turn=0,generation=50,strategy0=0.4941,strategy1=0.5059,
