generation=100, rounds=1
turn=0,generation=0,strategy0=0.9004,strategy1=0.0996,
turn=0,generation=1,strategy0=0.0718,strategy1=0.9282,
turn=0,generation=2,strategy0=0.6711,strategy1=0.3289,
turn=0,generation=3,strategy0=0.1946,strategy1=0.8054,
turn=0,generation=4,strategy0=0.5783,strategy1=0.4217,
turn=0,generation=5,strategy0=0.2411,strategy1=0.7589,
turn=0,generation=6,strategy0=0.5320,strategy1=0.4680,
turn=0,generation=7,strategy0=0.2639,strategy1=0.7361,
turn=0,generation=8,strategy0=0.5101,strategy1=0.4899,
turn=0,generation=9,strategy0=0.2777,strategy1=0.7223,
turn=0,generation=10,strategy0=0.4875,strategy1=0.5125,
turn=0,generation=11,strategy0=0.2904,strategy1=0.7096,
turn=0,generation=12,strategy0=0.4712,strategy1=0.5288,
turn=0,generation=13,strategy0=0.3013,strategy1=0.6987,
turn=0,generation=14,strategy0=0.4564,strategy1=0.5436,
turn=0,generation=15,strategy0=0.3110,strategy1=0.6890,
turn=0,generation=16,strategy0=0.4411,strategy1=0.5589,
turn=0,generation=17,strategy0=0.3212,strategy1=0.6788,
turn=0,generation=18,strategy0=0.4230,strategy1=0.5770,
turn=0,generation=19,strategy0=0.3293,strategy1=0.6707,
turn=0,generation=20,strategy0=0.4144,strategy1=0.5856,
turn=0,generation=21,strategy0=0.3320,strategy1=0.6680,
turn=0,generation=22,strategy0=0.4054,strategy1=0.5946,
turn=0,generation=23,strategy0=0.3378,strategy1=0.6622,
turn=0,generation=24,strategy0=0.3957,strategy1=0.6043,
turn=0,generation=25,strategy0=0.3429,strategy1=0.6571,
turn=0,generation=26,strategy0=0.3890,strategy1=0.6110,
turn=0,generation=27,strategy0=0.3439,strategy1=0.6561,
turn=0,generation=28,strategy0=0.3854,strategy1=0.6146,
turn=0,generation=29,strategy0=0.3479,strategy1=0.6521,
turn=0,generation=30,strategy0=0.3784,strategy1=0.6216,
turn=0,generation=31,strategy0=0.3484,strategy1=0.6516,
turn=0,generation=32,strategy0=0.3776,strategy1=0.6224,
turn=0,generation=33,strategy0=0.3509,strategy1=0.6491,
turn=0,generation=34,strategy0=0.3754,strategy1=0.6246,
turn=0,generation=35,strategy0=0.3532,strategy1=0.6468,
turn=0,generation=36,strategy0=0.3693,strategy1=0.6307,
turn=0,generation=37,strategy0=0.3547,strategy1=0.6453,
turn=0,generation=38,strategy0=0.3672,strategy1=0.6328,
turn=0,generation=39,strategy0=0.3539,strategy1=0.6461,
turn=0,generation=40,strategy0=0.3677,strategy1=0.6323,
turn=0,generation=41,strategy0=0.3518,strategy1=0.6482,
turn=0,generation=42,strategy0=0.3666,strategy1=0.6334,
turn=0,generation=43,strategy0=0.3554,strategy1=0.6446,
turn=0,generation=44,strategy0=0.3620,strategy1=0.6380,
turn=0,generation=45,strategy0=0.3564,strategy1=0.6436,
turn=0,generation=46,strategy0=0.3622,strategy1=0.6378,
turn=0,generation=47,strategy0=0.3566,strategy1=0.6434,
turn=0,generation=48,strategy0=0.3602,strategy1=0.6398,
turn=0,generation=49,strategy0=0.3590,strategy1=0.6410,
turn=0,generation=50,strategy0=0.3589,strategy1=0.6411,
turn=0,generation=51,strategy0=0.3535,strategy1=0.6465,
turn=0,generation=52,strategy0=0.3603,strategy1=0.6397,
turn=0,generation=53,strategy0=0.3583,strategy1=0.6417,
turn=0,generation=54,strategy0=0.3576,strategy1=0.6424,
turn=0,generation=55,strategy0=0.3573,strategy1=0.6427,
turn=0,generation=56,strategy0=0.3583,strategy1=0.6417,
turn=0,generation=57,strategy0=0.3542,strategy1=0.6458,
turn=0,generation=58,strategy0=0.3570,strategy1=0.6430,
turn=0,generation=59,strategy0=0.3554,strategy1=0.6446,
turn=0,generation=60,strategy0=0.3584,strategy1=0.6416,
turn=0,generation=61,strategy0=0.3533,strategy1=0.6467,
turn=0,generation=62,strategy0=0.3594,strategy1=0.6406,
turn=0,generation=63,strategy0=0.3523,strategy1=0.6477,
turn=0,generation=64,strategy0=0.3600,strategy1=0.6400,
turn=0,generation=65,strategy0=0.3531,strategy1=0.6469,
turn=0,generation=66,strategy0=0.3592,strategy1=0.6408,
turn=0,generation=67,strategy0=0.3536,strategy1=0.6464,
turn=0,generation=68,strategy0=0.3571,strategy1=0.6429,
turn=0,generation=69,strategy0=0.3553,strategy1=0.6447,
turn=0,generation=70,strategy0=0.3544,strategy1=0.6456,
turn=0,generation=71,strategy0=0.3572,strategy1=0.6428,
turn=0,generation=72,strategy0=0.3563,strategy1=0.6437,
turn=0,generation=73,strategy0=0.3554,strategy1=0.6446,
turn=0,generation=74,strategy0=0.3580,strategy1=0.6420,
turn=0,generation=75,strategy0=0.3549,strategy1=0.6451,
turn=0,generation=76,strategy0=0.3567,strategy1=0.6433,
turn=0,generation=77,strategy0=0.3566,strategy1=0.6434,
turn=0,generation=78,strategy0=0.3571,strategy1=0.6429,
turn=0,generation=79,strategy0=0.3543,strategy1=0.6457,
turn=0,generation=80,strategy0=0.3547,strategy1=0.6453,
turn=0,generation=81,strategy0=0.3560,strategy1=0.6440,
turn=0,generation=82,strategy0=0.3568,strategy1=0.6432,
turn=0,generation=83,strategy0=0.3574,strategy1=0.6426,
turn=0,generation=84,strategy0=0.3536,strategy1=0.6464,
turn=0,generation=85,strategy0=0.3580,strategy1=0.6420,
turn=0,generation=86,strategy0=0.3563,strategy1=0.6437,
turn=0,generation=87,strategy0=0.3560,strategy1=0.6440,
turn=0,generation=88,strategy0=0.3561,strategy1=0.6439,
turn=0,generation=89,strategy0=0.3545,strategy1=0.6455,
turn=0,generation=90,strategy0=0.3561,strategy1=0.6439,
turn=0,generation=91,strategy0=0.3546,strategy1=0.6454,
turn=0,generation=92,strategy0=0.3606,strategy1=0.6394,
turn=0,generation=93,strategy0=0.3548,strategy1=0.6452,
turn=0,generation=94,strategy0=0.3579,strategy1=0.6421,
turn=0,generation=95,strategy0=0.3563,strategy1=0.6437,
turn=0,generation=96,strategy0=0.3555,strategy1=0.6445,
turn=0,generation=97,strategy0=0.3547,strategy1=0.6453,
turn=0,generation=98,strategy0=0.3544,strategy1=0.6456,
turn=0,generation=99,strategy0=0.3569,strategy1=0.6431,


turn=1,generation=0,strategy0=0.9000,strategy1=0.1000,
turn=1,generation=1,strategy0=0.0710,strategy1=0.9290,
turn=1,generation=2,strategy0=0.6724,strategy1=0.3276,
turn=1,generation=3,strategy0=0.1949,strategy1=0.8051,
turn=1,generation=4,strategy0=0.5763,strategy1=0.4237,
turn=1,generation=5,strategy0=0.2419,strategy1=0.7581,
turn=1,generation=6,strategy0=0.5277,strategy1=0.4723,
