generation=100, rounds=1
turn=0,generation=0,strategy0=0.0974,strategy1=0.9026,
turn=0,generation=1,strategy0=0.6500,strategy1=0.3500,
turn=0,generation=2,strategy0=0.2065,strategy1=0.7935,
turn=0,generation=3,strategy0=0.5669,strategy1=0.4331,
turn=0,generation=4,strategy0=0.2522,strategy1=0.7478,
turn=0,generation=5,strategy0=0.5206,strategy1=0.4794,
turn=0,generation=6,strategy0=0.2710,strategy1=0.7290,
turn=0,generation=7,strategy0=0.4991,strategy1=0.5009,
turn=0,generation=8,strategy0=0.2849,strategy1=0.7151,
turn=0,generation=9,strategy0=0.4778,strategy1=0.5222,
turn=0,generation=10,strategy0=0.2968,strategy1=0.7032,
turn=0,generation=11,strategy0=0.4622,strategy1=0.5378,
turn=0,generation=12,strategy0=0.3067,strategy1=0.6933,
turn=0,generation=13,strategy0=0.4481,strategy1=0.5519,
turn=0,generation=14,strategy0=0.3162,strategy1=0.6838,
turn=0,generation=15,strategy0=0.4356,strategy1=0.5644,
turn=0,generation=16,strategy0=0.3206,strategy1=0.6794,
turn=0,generation=17,strategy0=0.4222,strategy1=0.5778,
turn=0,generation=18,strategy0=0.3324,strategy1=0.6676,
turn=0,generation=19,strategy0=0.4098,strategy1=0.5902,
turn=0,generation=20,strategy0=0.3392,strategy1=0.6608,
turn=0,generation=21,strategy0=0.4033,strategy1=0.5967,
turn=0,generation=22,strategy0=0.3408,strategy1=0.6592,
turn=0,generation=23,strategy0=0.3961,strategy1=0.6039,
turn=0,generation=24,strategy0=0.3466,strategy1=0.6534,
turn=0,generation=25,strategy0=0.3910,strategy1=0.6090,
turn=0,generation=26,strategy0=0.3506,strategy1=0.6494,
turn=0,generation=27,strategy0=0.3863,strategy1=0.6137,
turn=0,generation=28,strategy0=0.3532,strategy1=0.6468,
turn=0,generation=29,strategy0=0.3793,strategy1=0.6207,
turn=0,generation=30,strategy0=0.3557,strategy1=0.6443,
turn=0,generation=31,strategy0=0.3696,strategy1=0.6304,
turn=0,generation=32,strategy0=0.3617,strategy1=0.6383,
turn=0,generation=33,strategy0=0.3690,strategy1=0.6310,
turn=0,generation=34,strategy0=0.3580,strategy1=0.6420,
turn=0,generation=35,strategy0=0.3675,strategy1=0.6325,
turn=0,generation=36,strategy0=0.3588,strategy1=0.6412,
turn=0,generation=37,strategy0=0.3629,strategy1=0.6371,
turn=0,generation=38,strategy0=0.3597,strategy1=0.6403,
turn=0,generation=39,strategy0=0.3613,strategy1=0.6387,
turn=0,generation=40,strategy0=0.3584,strategy1=0.6416,
turn=0,generation=41,strategy0=0.3642,strategy1=0.6358,
turn=0,generation=42,strategy0=0.3585,strategy1=0.6415,
turn=0,generation=43,strategy0=0.3641,strategy1=0.6359,
turn=0,generation=44,strategy0=0.3594,strategy1=0.6406,
turn=0,generation=45,strategy0=0.3611,strategy1=0.6389,
turn=0,generation=46,strategy0=0.3590,strategy1=0.6410,
turn=0,generation=47,strategy0=0.3600,strategy1=0.6400,
turn=0,generation=48,strategy0=0.3589,strategy1=0.6411,
turn=0,generation=49,strategy0=0.3589,strategy1=0.6411,
turn=0,generation=50,strategy0=0.3613,strategy1=0.6387,
turn=0,generation=51,strategy0=0.3575,strategy1=0.6425,
turn=0,generation=52,strategy0=0.3574,strategy1=0.6426,
turn=0,generation=53,strategy0=0.3599,strategy1=0.6401,
turn=0,generation=54,strategy0=0.3583,strategy1=0.6417,
turn=0,generation=55,strategy0=0.3620,strategy1=0.6380,
turn=0,generation=56,strategy0=0.3583,strategy1=0.6417,
turn=0,generation=57,strategy0=0.3620,strategy1=0.6380,
turn=0,generation=58,strategy0=0.3582,strategy1=0.6418,
turn=0,generation=59,strategy0=0.3596,strategy1=0.6404,
turn=0,generation=60,strategy0=0.3570,strategy1=0.6430,
turn=0,generation=61,strategy0=0.3612,strategy1=0.6388,
turn=0,generation=62,strategy0=0.3569,strategy1=0.6431,
turn=0,generation=63,strategy0=0.3634,strategy1=0.6366,
turn=0,generation=64,strategy0=0.3566,strategy1=0.6434,
