generation=100, rounds=1
turn=0,generation=0,strategy0=0.4941,strategy1=0.5059,
turn=0,generation=1,strategy0=0.3166,strategy1=0.6834,
turn=0,generation=2,strategy0=0.4381,strategy1=0.5619,
turn=0,generation=3,strategy0=0.3502,strategy1=0.6498,
turn=0,generation=4,strategy0=0.4089,strategy1=0.5911,
turn=0,generation=5,strategy0=0.3624,strategy1=0.6376,
turn=0,generation=6,strategy0=0.3980,strategy1=0.6020,
turn=0,generation=7,strategy0=0.3622,strategy1=0.6378,
turn=0,generation=8,strategy0=0.3974,strategy1=0.6026,
turn=0,generation=9,strategy0=0.3591,strategy1=0.6409,
turn=0,generation=10,strategy0=0.3923,strategy1=0.6077,
turn=0,generation=11,strategy0=0.3591,strategy1=0.6409,
turn=0,generation=12,strategy0=0.3840,strategy1=0.6160,
turn=0,generation=13,strategy0=0.3644,strategy1=0.6356,
turn=0,generation=14,strategy0=0.3803,strategy1=0.6197,
turn=0,generation=15,strategy0=0.3643,strategy1=0.6357,
turn=0,generation=16,strategy0=0.3742,strategy1=0.6258,
turn=0,generation=17,strategy0=0.3658,strategy1=0.6342,
turn=0,generation=18,strategy0=0.3712,strategy1=0.6288,
turn=0,generation=19,strategy0=0.3656,strategy1=0.6344,
turn=0,generation=20,strategy0=0.3673,strategy1=0.6327,
turn=0,generation=21,strategy0=0.3650,strategy1=0.6350,
turn=0,generation=22,strategy0=0.3673,strategy1=0.6327,
turn=0,generation=23,strategy0=0.3659,strategy1=0.6341,
turn=0,generation=24,strategy0=0.3631,strategy1=0.6369,
turn=0,generation=25,strategy0=0.3654,strategy1=0.6346,
turn=0,generation=26,strategy0=0.3617,strategy1=0.6383,
turn=0,generation=27,strategy0=0.3638,strategy1=0.6362,
turn=0,generation=28,strategy0=0.3632,strategy1=0.6368,
turn=0,generation=29,strategy0=0.3615,strategy1=0.6385,
turn=0,generation=30,strategy0=0.3632,strategy1=0.6368,
turn=0,generation=31,strategy0=0.3625,strategy1=0.6375,
turn=0,generation=32,strategy0=0.3611,strategy1=0.6389,
turn=0,generation=33,strategy0=0.3616,strategy1=0.6384,
turn=0,generation=34,strategy0=0.3612,strategy1=0.6388,
turn=0,generation=35,strategy0=0.3596,strategy1=0.6404,
turn=0,generation=36,strategy0=0.3602,strategy1=0.6398,
turn=0,generation=37,strategy0=0.3607,strategy1=0.6393,
turn=0,generation=38,strategy0=0.3614,strategy1=0.6386,
turn=0,generation=39,strategy0=0.3603,strategy1=0.6397,
turn=0,generation=40,strategy0=0.3619,strategy1=0.6381,
turn=0,generation=41,strategy0=0.3595,strategy1=0.6405,
turn=0,generation=42,strategy0=0.3595,strategy1=0.6405,
